GAYAHWS:No price
ATL:53.90
VESUVIUS:3,839.90
LIBAS:16.25
VETO:119.70
SHYAMCENT:21.90
EIDPARRY:537.00
NUCLEUS:1,420.00
BANARISUG:2,630.00
PASUPTAC:39.00
GANECOS:985.00
HARDWYN:39.20
ZENTEC:762.25
MARINE:96.20
OCCL:784.95
DHANI:39.95
SUNDARMHLD:160.00
POLYMED:1,522.85
ONMOBILE:109.05
NEWGEN:1,311.10
EDELWEISS:63.40
ATULAUTO:629.90
PRESTIGE:924.75
MASFIN:849.80
KSL:486.50
EMSLIMITED:459.90
MORARJEE:23.30
PAKKA:244.75
CLEDUCATE:87.45
EXIDEIND:286.05
DBREALTY:216.20
NIITMTS:404.90
CAMS:2,815.00
RADHIKAJWE:47.25
PFOCUS:112.50
REFEX:539.00
NRBBEARING:260.80
PATINTLOG:17.80
PLAZACABLE:112.90
UNIONBANK:107.00
QUESS:499.45
HINDZINC:303.90
OPTIEMUS:328.50
RCDL:54.00
HINDMOTORS:18.10
UTTAMSUGAR:513.00
MASTEK:2,455.00
LYKALABS:139.45
LLOYDSENGG:48.65
JINDALPHOT:695.90
OMAXE:85.60
AROGRANITE:49.00
IGPL:448.55
HUHTAMAKI:314.05
URJA:12.35
PRECWIRE:117.55
CMSINFO:389.95
RRKABEL:1,696.60
CARTRADE:792.80
SALSTEEL:18.60
KALAMANDIR:285.25
JKLAKSHMI:793.85
KIMS:1,946.35
ARVINDFASN:429.20
RATEGAIN:666.50
CENTENKA:423.65
FIVESTAR:810.00
CREDITACC:1,663.95
BLUESTARCO:984.75
POLICYBZR:810.25
JKTYRE:336.85
KKCL:805.00
INDUSTOWER:187.35
BBL:3,786.95
JAICORPLTD:313.75
THANGAMAYL:1,450.00
BCLIND:56.85
GEPIL:227.70
SBFC:88.60
DCAL:170.95
CSBBANK:380.00
VAKRANGEE:19.10
GREENLAM:601.90
SHAREINDIA:1,725.90
DEEPAKNTR:2,223.50
ENERGYDEV:19.30
LLOYDSME:553.70
INDOAMIN:116.00
KFINTECH:517.00
ORIENTCEM:232.90
BALKRISIND:2,572.95
NINSYS:467.00
OSWALGREEN:25.95
ASIANTILES:77.85
ESABINDIA:6,170.30
ELECON:890.00
NARMADA:19.50
IRMENERGY:469.00
SATIN:241.40
HINDCOPPER:163.40
ZIMLAB:117.80
JBCHEPHARM:1,450.00
AGI:998.00
DBOL:165.50
BASML:53.00
KEI:2,824.00
RBA:113.00
TARC:113.00
GANESHHOUC:386.50
ANDHRSUGAR:113.50
CYBERTECH:167.50
SBC:33.55
PROZONER:33.70
ARVIND:222.90
APLAPOLLO:1,696.40
YESBANK:20.30
AARON:264.00
PRECAM:243.95
WELSPUNIND:162.80
TMB:516.00
RGL:101.85
AMIORG:1,100.00
DREDGECORP:523.95
BECTORFOOD:1,237.85
BGRENERGY:89.70
20MICRONS:180.00
VARROC:568.00
PPLPHARMA:125.00
REDTAPE:494.00
RHIM:745.00
NESCO:809.60
EMAMIREAL:111.70
CDSL:1,805.00
HEMIPROP:139.95
DONEAR:105.00
ACI:539.90
PURVA:161.50
HINDCON:35.15
TIPSINDLTD:373.60
DVL:361.00
GREENPANEL:339.95
AKG:28.35
KOTHARIPET:163.10
GENUSPOWER:248.40
AAKASH:7.10
GANESHBE:156.40
STYLAMIND:1,850.00
L&TFH:142.85
SAKAR:401.35
BANCOINDIA:575.75
JTLIND:209.00
MOIL:296.00
CASTROLIND:137.60
LODHA:883.80
MAHLIFE:529.30
GATEWAY:109.05
AKSHARCHEM:255.00
CENTURYTEX:1,204.00
SANGAMIND:323.00
ESSENTIA:7.35
ITI:280.00
IPL:288.00
TNPETRO:89.05
RALLIS:230.25
KSCL:595.00
SAFARI:4,495.00
LUMAXTECH:395.00
FIEMIND:2,034.90
PATELENG:52.30
RATNAVEER:119.65
ALANKIT:15.05
MEGASTAR:338.85
VINATIORGA:1,750.70
BHEL:143.70
RADIANTCMS:90.80
SKIPPER:257.70
MSTCLTD:427.30
INTLCONV:99.20
NSIL:3,346.60
STARCEMENT:169.65
NDTV:193.25
SHRIRAMPPS:108.25
HIMATSEIDE:171.60
TBZ:125.45
SAKHTISUG:31.45
GOKULAGRO:125.90
CONCORDBIO:1,284.80
OBEROIRLTY:1,413.90
MAYURUNIQ:548.50
GOKEX:941.00
EXXARO:119.65
HTMEDIA:23.95
HEUBACHIND:519.90
TEJASNET:826.95
MMFL:901.00
CHEMPLASTS:452.40
BIRLAMONEY:113.50
UNIVCABLES:519.35
DHAMPURSUG:276.95
CYIENTDLM:652.30
JSWENERGY:416.00
SSWL:285.90
GUFICBIO:302.60
ISGEC:902.00
NELCO:777.95
SJS:622.05
ASAL:435.00
ELECTCAST:108.95
DBCORP:295.90
UTKARSHBNK:50.85
IWEL:3,394.10
ANGELONE:2,970.00
PFS:33.95
COCHINSHIP:1,113.70
IMFA:488.90
MONTECARLO:705.50
BHAGCHEM:1,558.90
TRACXN:94.85
HNDFDS:535.00
FOODSIN:172.80
CHEMBOND:518.80
PIIND:3,780.00
AIROLAM:130.05
HCL-INSYS:17.35
MUNJALSHOW:138.80
HINDALCO:504.85
RIIL:1,114.70
WEBELSOLAR:200.40
MANGCHEFER:113.35
ZAGGLE:253.15
GOKUL:43.65
JISLJALEQS:69.90
CAMPUS:279.80
SIEMENS:3,640.00
GSLSU:210.00
GEECEE:210.00
NUVAMA:3,238.00
VIMTALABS:430.00
ADANIGREEN:936.00
RESPONIND:326.90
KPRMILL:893.00
KABRAEXTRU:424.40
JUBLINGREA:433.75
TATAINVEST:4,155.00
DIL:8.90
JAMNAAUTO:115.75
STEL:285.15
BAJAJELEC:1,007.00
LTTS:4,554.80
BBTC:1,441.00
BEPL:98.50
FINEORG:4,279.35
HMAAGRO:666.00
FSL:171.00
MUKANDLTD:172.00
DPWIRES:606.95
BHARATWIRE:293.45
J&KBANK:110.10
CENTEXT:18.40
NETWORK18:82.85
EIHOTEL:239.50
VSSL:222.00
JTEKTINDIA:138.95
FDC:409.35
POLYCAB:5,254.00
RPSGVENT:720.90
AARTIDRUGS:477.90
PDMJEPAPER:47.00
OLECTRA:1,233.80
GABRIEL:398.05
UGROCAP:265.80
KHAICHEM:66.50
ASKAUTOLTD:294.65
HINDOILEXP:162.35
LICI:620.95
AIAENG:3,518.10
SHREEPUSHK:191.50
MFSL:978.40
DOLATALGO:67.20
BLKASHYAP:67.35
KPITTECH:1,454.00
SAMHI:163.70
LTFOODS:211.90
SUPRIYA:251.00
EASEMYTRIP:38.70
SPENCERS:67.80
INDIGRID:130.00
SUTLEJTEX:58.25
PNBGILTS:97.40
CELLO:779.85
PCBL:263.45
SESHAPAPER:332.50
GRANULES:372.00
CUB:146.85
AVTNPL:88.15
SHARDACROP:411.70
GREENPLY:205.95
VBL:1,060.00
ASTRAL:1,963.95
SHRADHA:49.10
SIRCA:374.20
HITECHCORP:286.00
INDIANB:414.85
THYROCARE:553.25
3PLAND:29.65
TTML:89.00
VIDHIING:445.35
RAMCOIND:217.80
INOXGREEN:69.30
GSPL:277.45
ZYDUSLIFE:634.80
WHEELS:665.45
AGSTRA:89.50
SANOFI:8,025.25
HGINFRA:875.60
KUANTUM:169.50
EXCELINDUS:838.15
AMRUTANJAN:599.00
PRAJIND:619.00
WSTCSTPAPR:689.00
SWANENERGY:429.80
MANINDS:260.05
FINPIPE:200.20
KINGFA:2,264.55
RPGLIFE:1,413.10
TEAMLEASE:2,646.30
POLYPLEX:1,023.20
GPIL:662.40
AAVAS:1,495.60
NH:1,244.95
HATSUN:1,094.45
VOLTAMP:5,172.30
GUJALKALI:723.50
NEULANDLAB:5,199.95
DENORA:1,709.95
GODREJIND:666.90
SALASAR:50.60
ARE&M:670.05
NAVA:385.95
STAR:497.70
NURECA:356.00
ADFFOODS:213.85
SOLARA:336.10
ROSSARI:713.35
IOLCP:448.50
TATAELXSI:8,421.65
ALOKINDS:20.40
AUROPHARMA:1,033.80
ALLCARGO:267.15
GESHIP:823.00
PERSISTENT:6,410.00
SHK:154.50
SHALBY:309.80
BOMDYEING:165.30
BAJFINANCE:7,108.00
SENCO:745.00
WINDLAS:434.80
MMTC:52.00
AKZOINDIA:2,510.00
DYNAMATECH:4,029.00
PANACEABIO:157.00
KRITI:104.85
GTPL:178.90
TI:263.40
NAHARPOLY:232.05
LEMONTREE:116.15
PATANJALI:1,366.00
ORIENTPPR:42.50
INFIBEAM:21.25
BODALCHEM:74.50
PANAMAPET:308.70
VPRPL:214.00
GRSE:837.70
ASIANENE:172.00
GOCOLORS:1,258.50
WESTLIFE:875.25
ZEEL:251.00
PGINVIT:98.49
INDORAMA:54.85
IRFC:76.85
HONDAPOWER:2,510.00
DREAMFOLKS:556.30
PTC:155.85
VENKEYS:2,004.00
MAPMYINDIA:2,204.95
SCI:133.90
ITDC:413.90
VAIBHAVGBL:425.25
TATAMETALI:979.00
JSWSTEEL:779.00
PARAS:704.15
CEATLTD:2,101.95
TITAGARH:965.95
HSCL:261.50
DODLA:810.40
5PAISA:456.60
GEOJITFSL:68.75
ORIENTCER:57.65
ARVSMART:380.90
GIPCL:162.00
SURANAT&P:11.60
SUNFLAG:197.25
EMIL:209.00
ASHOKA:139.35
VERANDA:279.30
HCG:361.35
BEL:139.95
RELINFRA:175.00
DELHIVERY:385.00
TINPLATE:408.80
RSWM:199.10
IRCTC:703.00
LINDEINDIA:5,960.00
SUNDRMFAST:1,244.80
TCPLPACK:2,355.95
ETHOSLTD:2,029.95
HARIOMPIPE:661.00
TRIVENI:380.00
CONCOR:754.70
GODREJPROP:1,860.10
UBL:1,612.00
INTELLECT:699.00
KOPRAN:265.45
SDBL:302.00
IEX:145.70
BPCL:413.00
IFCI:24.30
3IINFOLTD:48.65
MOL:73.05
GSFC:183.40
CRISIL:4,339.00
KAJARIACER:1,300.00
MINDACORP:344.00
AURUM:135.15
NEOGEN:1,536.00
AJMERA:444.00
CARYSIL:839.00
RUPA:271.80
SWARAJENG:2,199.65
LIBERTSHOE:284.25
LAURUSLABS:370.85
DATAPATTNS:1,859.90
TRIDENT:37.25
KSB:3,316.65
GLAND:1,714.70
LATENTVIEW:460.00
KPIGREEN:1,207.95
HAL:2,154.90
PRAKASH:149.90
GMDCLTD:414.20
USK:38.00
VASCONEQ:76.45
APEX:217.30
JYOTHYLAB:434.90
TVSSRICHAK:4,919.95
TVSMOTOR:1,783.00
RUCHINFRA:12.85
LXCHEM:269.90
KIOCL:309.90
IFBIND:1,010.00
AAATECH:78.00
DCW:52.05
YATHARTH:408.00
PARADEEP:65.85
ULTRACEMCO:8,638.00
HERANBA:357.00
BSE:2,130.40
BALPHARMA:106.00
KCP:145.90
PAGEIND:37,838.95
IRISDOREME:80.00
HOMEFIRST:880.50
SYMPHONY:875.80
CAPACITE:256.85
KTKBANK:216.60
SHILPAMED:379.65
ASHIANA:257.90
PEL:910.00
IDEA:13.65
DIXON:5,365.00
SAPPHIRE:1,408.00
SPIC:68.45
BRIGADE:753.00
JPPOWER:13.75
RCF:124.10
ALEMBICLTD:82.90
NAZARA:802.00
MANGLMCEM:442.95
HITECH:110.80
ICIL:291.10
SCHNEIDER:332.80
MTNL:27.80
TIRUMALCHM:194.80
INDUSINDBK:1,491.45
CONTROLPR:865.35
MIDHANI:377.00
KAYNES:2,449.65
GRASIM:1,963.90
APOLLOPIPE:688.30
SBIN:561.95
INSECTICID:605.00
EKC:141.80
ADANIPORTS:795.90
JINDALSTEL:654.00
WEIZMANIND:114.00
PYRAMID:199.90
IONEXCHANG:585.80
UNOMINDA:686.00
TV18BRDCST:42.90
MRPL:114.50
MOTILALOFS:1,131.20
TRF:257.80
KEC:587.30
EVEREADY:343.90
HERITGFOOD:245.05
BSOFT:624.35
SHOPERSTOP:668.00
TVTODAY:203.50
WELENT:337.00
TANLA:923.95
RAIN:146.90
BIOCON:235.45
LTIM:5,490.00
ENGINERSIN:147.40
FACT:708.00
THERMAX:2,628.75
VENUSREM:360.65
NLCINDIA:165.40
ZEEMEDIA:15.15
RUSHIL:379.90
SIMBHALS:30.40
ARIES:197.90
ADSL:122.55
UGARSUGAR:92.25
REPCOHOME:387.30
INDIANHUME:250.25
COFORGE:5,637.65
GLOBUSSPR:846.80
CHOICEIN:439.90
MANYAVAR:1,308.90
HAPPSTMNDS:839.40
TEXINFRA:110.95
PITTIENG:699.10
POONAWALLA:366.20
TATACOMM:1,722.95
GODFRYPHLP:2,072.00
MKPL:80.95
ABFRL:227.00
HPL:211.00
EICHERMOT:3,895.70
DABUR:542.00
BAJAJHIND:33.10
IRCON:166.00
MONARCH:482.00
PILANIINVS:2,760.95
VGUARD:288.00
FILATEX:50.90
AXISBANK:1,002.00
BCG:17.00
JIOFIN:221.90
VOLTAS:837.45
TECHNOE:683.95
RECLTD:342.25
ESAFSFB:68.50
CANBK:394.40
ABCAPITAL:171.50
VISAKAIND:85.90
ITDCEM:275.35
GOLDSTAR:17.35
IOC:104.10
NFL:69.55
GANDHITUBE:678.15
BALMLAWRIE:156.50
BANKINDIA:104.45
ASTRAMICRO:557.50
HEG:1,587.70
PGHL:5,150.00
PUNJABCHEM:1,170.00
KOLTEPATIL:523.95
SUNDARMFIN:3,144.90
ANURAS:945.90
BTML:158.55
APLLTD:724.50
VISHWARAJ:17.70
PIXTRANS:1,328.40
EMAMILTD:496.40
BANDHANBNK:213.00
AVALON:479.95
IIFL:605.00
MCDOWELL-N:1,063.00
CHAMBLFERT:311.80
RBLBANK:239.50
KPIL:645.00
FEDERALBNK:147.55
MOLDTKPAC:869.15
COALINDIA:335.35
HAVELLS:1,304.95
DWARKESH:93.40
BASF:2,989.20
DEEPINDS:264.00
GICHSGFIN:188.80
JINDALPOLY:625.00
MAZDOCK:1,996.00
ZFCVINDIA:16,200.00
PIDILITIND:2,515.90
GMRINFRA:57.25
DCXINDIA:363.45
ADANIPOWER:382.70
SOLARINDS:6,764.00
PNB:76.75
GSS:191.90
TFCILTD:115.60
MADRASFERT:77.40
SCHAEFFLER:2,850.00
GODREJAGRO:504.65
IIFLSEC:117.00
VEDL:234.75
BORORENEW:413.00
SUPRAJIT:374.30
SPARC:257.90
SKFINDIA:4,706.10
PRICOLLTD:339.00
TATAPOWER:261.40
BAJAJ-AUTO:5,940.00
MSUMI:60.50
MGL:1,030.00
IKIO:344.70
ENDURANCE:1,586.65
GRINFRA:1,060.40
ALKEM:4,532.25
QUICKHEAL:368.00
GLENMARK:777.25
INTENTECH:123.15
LUXIND:1,380.00
HUDCO:82.45
SUNTECK:494.80
BOROLTD:412.40
MUTHOOTFIN:1,335.00
GRAPHITE:481.90
TRITURBINE:419.15
NSLNISP:42.00
ARTEMISMED:168.00
INDIAMART:2,599.95
RPOWER:21.40
NESTLEIND:24,450.00
BANSWRAS:151.00
UFO:108.55
MAGADSUGAR:829.70
ANDHRAPAP:569.00
DALBHARAT:2,190.00
MOREPENLAB:44.00
GLAXO:1,688.00
CROMPTON:288.90
TEXRAIL:155.90
HFCL:67.10
TIINDIA:3,430.00
MIRZAINT:45.55
FORTIS:366.00
NTPC:253.30
BDL:1,109.00
SBILIFE:1,414.00
FCL:326.95
BFINVEST:537.70
INDSWFTLAB:93.60
TATAMOTORS:681.40
EQUITASBNK:95.30
GUJGASLTD:429.25
HERCULES:362.20
MARKSANS:145.00
M&M:1,549.00
WHIRLPOOL:1,574.70
NYKAA:172.45
HLEGLAS:519.05
BIRLACABLE:272.00
RANASUG:24.75
SREEL:321.95
GLOBALVECT:99.15
AETHER:893.75
BOSCHLTD:21,250.00
JKIL:426.95
ONEPOINT:50.35
ASHOKLEY:178.30
ORIENTHOT:101.90
SUBROS:410.00
RENUKA:52.00
POWERGRID:211.30
CENTURYPLY:641.05
PRINCEPIPE:677.95
TRENT:2,659.95
PARAGMILK:219.20
TATACONSUM:934.70
USHAMART:330.00
JKCEMENT:3,535.35
SURANASOL:27.85
CHOLAFIN:1,117.00
IGL:391.00
DRCSYSTEMS:56.25
HBLPOWER:338.60
APTUS:284.00
DHANBANK:28.50
CLEAN:1,351.95
SATIA:115.30
SAREGAMA:374.85
ADANIENT:2,179.00
DATAMATICS:610.90
CARBORUNIV:1,135.00
VARDHACRLC:58.50
SNOWMAN:59.45
SUMICHEM:389.00
HIKAL:269.50
MARUTI:10,505.95
DLF:637.20
STLTECH:152.05
NOCIL:243.90
JINDALSAW:458.00
BEML:2,401.50
VIRINCHI:31.35
TORNTPHARM:2,109.90
NATCOPHARM:789.25
PFC:316.75
HDFCLIFE:666.05
BLAL:159.05
ZYDUSWELL:1,569.90
BHARATFORG:1,096.00
BALRAMCHIN:471.00
ITC:441.00
BALAJITELE:68.25
TCIEXP:1,437.80
ACE:823.00
WOCKPHARMA:343.80
INDIAGLYCO:726.00
TIMETECHNO:173.50
ROTO:416.80
CRAFTSMAN:5,194.15
KDDL:2,936.05
GALAXYSURF:2,800.00
LT:3,050.00
INDIGOPNTS:1,474.35
DHARMAJ:246.55
SBICARD:740.00
TVSSCS:211.65
TATACHEM:967.00
GAEL:362.60
INDIACEM:217.60
CTE:73.20
DCBBANK:113.15
IRB:37.80
APARINDS:5,690.00
IOB:39.40
ACC:1,822.00
FMGOETZE:359.00
SMSPHARMA:119.75
POKARNA:536.20
PSB:41.25
OFSS:4,100.00
GAIL:125.10
IDFCFIRSTB:84.25
CSLFINANCE:379.85
KITEX:212.00
LAOPALA:381.95
RELIGARE:219.65
ALKALI:131.90
NITINSPIN:352.20
MOTHERSON:88.25
HONAUT:36,800.00
DYCL:403.00
SKYGOLD:857.95
INOXWIND:272.00
SADHNANIQ:90.80
NATIONALUM:91.05
COFFEEDAY:46.60
KALYANKJIL:329.25
SIGNATURE:755.00
IGARASHI:519.95
NAVINFLUOR:3,712.00
ONGC:190.85
ABB:4,265.00
PSPPROJECT:769.05
BFUTILITIE:674.60
KNRCON:291.50
SASTASUNDR:440.30
VSTTILLERS:4,020.00
SHYAMMETL:444.45
CESC:99.15
SUNPHARMA:1,200.00
GMMPFAUDLR:1,553.00
ALPA:100.40
JUSTDIAL:711.50
CANFINHOME:765.15
BARBEQUE:616.00
AUBANK:720.00
VINYLINDIA:416.90
ASAHIINDIA:576.00
TECHM:1,212.05
HINDCOMPOS:479.05
DRREDDY:5,649.95
SGIL:267.05
IDEAFORGE:774.40
RVNL:166.95
COROMANDEL:1,130.85
FINCABLES:916.00
PPL:402.00
CUPID:887.05
SOBHA:891.00
AMBUJACEM:415.95
SBCL:540.05
DEVYANI:181.15
DBL:427.00
CAPLIPOINT:1,230.00
IBULHSGFIN:185.80
ORCHPHARMA:580.00
BANKBARODA:194.50
JUBLFOOD:537.95
BIKAJI:540.05
360ONE:540.70
TARSONS:484.40
APOLLO:138.75
TRU:70.70
TCI:852.65
JITFINFRA:581.15
SANDHAR:516.55
WABAG:615.00
ALKYLAMINE:2,150.00
BALAMINES:2,020.10
SJVN:81.30
NCC:163.00
ESTER:82.25
AHL:330.00
VSTIND:3,280.00
KICL:3,285.00
ASTERDM:338.15
POWERMECH:3,999.00
MCX:2,928.00
SHREDIGCEM:87.20
KRBL:349.90
HINDWAREAP:532.25
ATUL:6,616.00
LICHSGFIN:455.20
JKPAPER:373.00
RATNAMANI:3,574.70
STOVEKRAFT:480.30
SMCGLOBAL:102.70
SPANDANA:956.20
WONDERLA:970.00
TTKPRESTIG:770.00
SYRMA:550.95
NIITLTD:117.40
SANSERA:850.00
CUMMINSIND:1,875.00
PENIND:125.50
EXPLEOSOL:1,304.65
GPPL:134.95
HDFCAMC:2,854.80
DELTACORP:136.50
NAHARINDUS:137.60
NAM-INDIA:419.35
BERGEPAINT:575.05
LIKHITHA:294.25
SYNGENE:736.00
TATAMTRDVR:461.45
BAJAJFINSV:1,624.45
BLUEDART:6,690.00
SURYAROSNI:507.85
DIAMONDYD:1,053.55
FOCUS:181.35
SONACOMS:575.90
CHALET:585.15
EPL:199.25
BAJAJCON:222.10
DYNPRO:272.20
AHLUCONT:818.95
TATACOFFEE:276.05
DLINKINDIA:309.00
HIRECT:660.35
RAINBOW:1,121.05
SANGHVIMOV:789.95
KOTAKBANK:1,739.50
DHANUKA:890.00
EMUDHRA:460.00
CIEINDIA:478.00
KIRLOSENG:541.80
GHCL:545.00
GLS:623.30
KRSNAA:624.85
LALPATHLAB:2,610.00
RAMCOCEM:966.70
BATAINDIA:1,606.05
ANUP:2,743.55
AEROFLEX:156.40
RAJESHEXPO:355.00
ATGL:530.60
MAANALU:137.25
FRETAIL:3.00
UFLEX:454.45
WILLAMAGOR:31.60
VIPCLOTHNG:47.65
KBCGLOBAL:2.15
MANALIPETC:65.40
ARCHIDPLY:83.75
JPOLYINVST:696.50
NECLIFE:30.95
CCHHL:10.15
BAJAJHLDNG:7,423.60
RAMRAT:278.40
GOODLUCK:897.35
GLOBE:3.95
VLEGOV:30.60
TORNTPOWER:787.15
PGEL:2,405.20
MEP:12.90
CANTABIL:202.00
ABBOTINDIA:23,886.50
LINC:704.70
SHREECEM:25,922.20
BAIDFIN:21.80
MANAKSIA:132.70
CLSEL:227.25
PNCINFRA:323.05
MAHABANK:43.55
ASAHISONG:288.05
FMNL:5.65
ANMOL:57.30
BHANDARI:7.00
SMLT:222.60
SHANKARA:705.15
SIYSIL:556.55
CROWN:90.50
BIL:241.25
IRBINVIT:69.87
BURNPUR:7.30
RHL:101.50
VIJIFIN:1.70
